vacc_date,received_at_least_one_dose,full_regimen,minimum_protection,received_one_dose_pcttakeup,full_regimen_pcttakeup,minimum_protection_pcttakeup
2023-07-06,5317375.0,5277020.0,4779597.0,89.32,88.65,80.29
2023-07-07,5317384.0,5277051.0,4779748.0,89.32,88.65,80.29
2023-07-08,5317395.0,5277094.0,4779868.0,89.32,88.65,80.29
2023-07-09,5317399.0,5277105.0,4779898.0,89.32,88.65,80.29
2023-07-10,5317401.0,5277117.0,4780075.0,89.32,88.65,80.3
2023-07-11,5317412.0,5277195.0,4780449.0,89.32,88.65,80.3
2023-07-12,5317421.0,5277297.0,4780951.0,89.32,88.65,80.31
2023-07-13,5317432.0,5277412.0,4781440.0,89.32,88.65,80.32
2023-07-14,5317446.0,5277527.0,4781958.0,89.32,88.65,80.33
2023-07-15,5317474.0,5277622.0,4782269.0,89.32,88.66,80.33
2023-07-16,5317480.0,5277640.0,4782318.0,89.33,88.66,80.34
2023-07-17,5317480.0,5277707.0,4782673.0,89.33,88.66,80.34
2023-07-18,5317490.0,5277784.0,4783045.0,89.33,88.66,80.35
2023-07-19,5317501.0,5277883.0,4783555.0,89.33,88.66,80.36
2023-07-20,5317515.0,5277952.0,4783942.0,89.33,88.66,80.36
2023-07-21,5317531.0,5278032.0,4784372.0,89.33,88.66,80.37
2023-07-22,5317547.0,5278099.0,4784653.0,89.33,88.66,80.37
2023-07-23,5317555.0,5278119.0,4784695.0,89.33,88.66,80.38
2023-07-24,5317557.0,5278199.0,4785037.0,89.33,88.67,80.38
2023-07-25,5317567.0,5278248.0,4785267.0,89.33,88.67,80.38
2023-07-26,5317571.0,5278294.0,4785514.0,89.33,88.67,80.39
2023-07-27,5317582.0,5278340.0,4785706.0,89.33,88.67,80.39
2023-07-28,5317591.0,5278409.0,4785943.0,89.33,88.67,80.4
2023-07-29,5317604.0,5278464.0,4786126.0,89.33,88.67,80.4
2023-07-30,5317611.0,5278488.0,4786151.0,89.33,88.67,80.4
2023-07-31,5317612.0,5278501.0,4786367.0,89.33,88.67,80.4
2023-08-01,5317618.0,5278539.0,4786564.0,89.33,88.67,80.41
2023-08-02,5317623.0,5278571.0,4786739.0,89.33,88.67,80.41
2023-08-03,5317631.0,5278596.0,4786913.0,89.33,88.67,80.41
2023-08-04,5317639.0,5278621.0,4787151.0,89.33,88.67,80.42
2023-08-05,5317650.0,5278667.0,4787289.0,89.33,88.67,80.42
2023-08-06,5317654.0,5278686.0,4787317.0,89.33,88.67,80.42
2023-08-07,5317656.0,5278695.0,4787468.0,89.33,88.67,80.42
2023-08-08,5317668.0,5278720.0,4787591.0,89.33,88.67,80.42
2023-08-09,5317672.0,5278746.0,4787621.0,89.33,88.67,80.42
2023-08-10,5317673.0,5278754.0,4787796.0,89.33,88.67,80.43
2023-08-11,5317682.0,5278794.0,4787978.0,89.33,88.68,80.43
2023-08-12,5317688.0,5278836.0,4788088.0,89.33,88.68,80.43
2023-08-13,5317699.0,5278851.0,4788140.0,89.33,88.68,80.43
2023-08-14,5317699.0,5278879.0,4788263.0,89.33,88.68,80.44
2023-08-15,5317706.0,5278913.0,4788434.0,89.33,88.68,80.44
2023-08-16,5317707.0,5278932.0,4788602.0,89.33,88.68,80.44
2023-08-17,5317719.0,5278957.0,4788769.0,89.33,88.68,80.44
2023-08-18,5317727.0,5278990.0,4788936.0,89.33,88.68,80.45
2023-08-19,5317750.0,5279024.0,4789137.0,89.33,88.68,80.45
2023-08-20,5317756.0,5279038.0,4789228.0,89.33,88.68,80.45
2023-08-21,5317759.0,5279068.0,4789401.0,89.33,88.68,80.45
2023-08-22,5317761.0,5279087.0,4789597.0,89.33,88.68,80.46
2023-08-23,5317765.0,5279109.0,4789768.0,89.33,88.68,80.46
2023-08-24,5317771.0,5279131.0,4789933.0,89.33,88.68,80.46
2023-08-25,5317784.0,5279161.0,4790112.0,89.33,88.68,80.47
2023-08-26,5317801.0,5279193.0,4790302.0,89.33,88.68,80.47
2023-08-27,5317804.0,5279207.0,4790371.0,89.33,88.68,80.47
2023-08-28,5317804.0,5279225.0,4790515.0,89.33,88.68,80.47
2023-08-29,5317810.0,5279245.0,4790659.0,89.33,88.68,80.48
2023-08-30,5317816.0,5279259.0,4790810.0,89.33,88.68,80.48
2023-08-31,5317822.0,5279277.0,4790924.0,89.33,88.68,80.48
2023-09-01,5317837.0,5279312.0,4790967.0,89.33,88.68,80.48
2023-09-02,5317837.0,5279325.0,4791090.0,89.33,88.68,80.48
2023-09-03,5317841.0,5279340.0,4791148.0,89.33,88.68,80.48
2023-09-04,5317846.0,5279354.0,4791292.0,89.33,88.68,80.49
2023-09-05,5317853.0,5279370.0,4791490.0,89.33,88.68,80.49
2023-09-06,5317859.0,5279393.0,4791627.0,89.33,88.69,80.49
2023-09-07,5317869.0,5279419.0,4791817.0,89.33,88.69,80.49
2023-09-08,5317880.0,5279445.0,4791993.0,89.33,88.69,80.5
2023-09-09,5317894.0,5279480.0,4792170.0,89.33,88.69,80.5
2023-09-10,5317897.0,5279500.0,4792219.0,89.33,88.69,80.5
2023-09-11,5317899.0,5279506.0,4792391.0,89.33,88.69,80.5
2023-09-12,5317901.0,5279530.0,4792561.0,89.33,88.69,80.51
2023-09-13,5317907.0,5279542.0,4792711.0,89.33,88.69,80.51
2023-09-14,5317914.0,5279577.0,4792852.0,89.33,88.69,80.51
2023-09-15,5317922.0,5279594.0,4793032.0,89.33,88.69,80.52
2023-09-16,5317930.0,5279613.0,4793158.0,89.33,88.69,80.52
2023-09-17,5317938.0,5279638.0,4793179.0,89.33,88.69,80.52
2023-09-18,5317938.0,5279641.0,4793360.0,89.33,88.69,80.52
2023-09-19,5317945.0,5279669.0,4793528.0,89.33,88.69,80.52
2023-09-20,5317958.0,5279684.0,4793693.0,89.33,88.69,80.53
2023-09-21,5317960.0,5279715.0,4793802.0,89.33,88.69,80.53
2023-09-22,5317970.0,5279748.0,4793936.0,89.33,88.69,80.53
2023-09-23,5317977.0,5279775.0,4794055.0,89.33,88.69,80.53
2023-09-24,5317981.0,5279791.0,4794081.0,89.33,88.69,80.53
2023-09-25,5317983.0,5279797.0,4794244.0,89.33,88.69,80.54
2023-09-26,5317986.0,5279818.0,4794396.0,89.33,88.69,80.54
2023-09-27,5317989.0,5279841.0,4794544.0,89.33,88.69,80.54
2023-09-28,5317996.0,5279862.0,4794682.0,89.33,88.69,80.54
2023-09-29,5318002.0,5279884.0,4794807.0,89.33,88.69,80.54
2023-09-30,5318010.0,5279905.0,4794911.0,89.33,88.69,80.55
2023-10-01,5318015.0,5279917.0,4794939.0,89.33,88.69,80.55
2023-10-02,5318015.0,5279921.0,4795085.0,89.33,88.69,80.55
2023-10-03,5318020.0,5279938.0,4795201.0,89.33,88.69,80.55
2023-10-04,5318023.0,5279950.0,4795332.0,89.33,88.69,80.55
2023-10-05,5318030.0,5279982.0,4795444.0,89.33,88.7,80.56
2023-10-06,5318038.0,5279997.0,4795601.0,89.33,88.7,80.56
2023-10-07,5318055.0,5280026.0,4795709.0,89.33,88.7,80.56
2023-10-08,5318068.0,5280056.0,4795744.0,89.33,88.7,80.56
2023-10-09,5318074.0,5280058.0,4795896.0,89.33,88.7,80.56
2023-10-10,5318080.0,5280083.0,4796035.0,89.34,88.7,80.57
2023-10-11,5318091.0,5280102.0,4796215.0,89.34,88.7,80.57
2023-10-12,5318101.0,5280121.0,4796383.0,89.34,88.7,80.57
2023-10-13,5318108.0,5280151.0,4796561.0,89.34,88.7,80.57
2023-10-14,5318130.0,5280176.0,4796687.0,89.34,88.7,80.58
2023-10-15,5318138.0,5280188.0,4796737.0,89.34,88.7,80.58
2023-10-16,5318144.0,5280196.0,4796879.0,89.34,88.7,80.58
2023-10-17,5318148.0,5280217.0,4797039.0,89.34,88.7,80.58
2023-10-18,5318152.0,5280239.0,4797170.0,89.34,88.7,80.58
2023-10-19,5318158.0,5280252.0,4797303.0,89.34,88.7,80.59
2023-10-20,5318173.0,5280277.0,4797473.0,89.34,88.7,80.59
2023-10-21,5318194.0,5280312.0,4797585.0,89.34,88.7,80.59
2023-10-22,5318201.0,5280329.0,4797636.0,89.34,88.7,80.59
2023-10-23,5318201.0,5280337.0,4797756.0,89.34,88.7,80.59
2023-10-24,5318206.0,5280355.0,4797889.0,89.34,88.7,80.6
2023-10-25,5318212.0,5280369.0,4798034.0,89.34,88.7,80.6
2023-10-26,5318218.0,5280387.0,4798156.0,89.34,88.7,80.6
2023-10-27,5318225.0,5280396.0,4798302.0,89.34,88.7,80.6
2023-10-28,5318234.0,5280412.0,4798387.0,89.34,88.7,80.61
2023-10-29,5318240.0,5280427.0,4798436.0,89.34,88.7,80.61
2023-10-30,5318240.0,5280430.0,4798553.0,89.34,88.7,80.61
2023-10-31,5318252.0,5280443.0,4798694.0,89.34,88.7,80.61
2023-11-01,5318259.0,5280464.0,4798831.0,89.34,88.7,80.61
2023-11-02,5318264.0,5280484.0,4799003.0,89.34,88.7,80.62
2023-11-03,5318276.0,5280503.0,4799155.0,89.34,88.7,80.62
2023-11-04,5318293.0,5280525.0,4799326.0,89.34,88.7,80.62
2023-11-05,5318303.0,5280538.0,4799357.0,89.34,88.7,80.62
2023-11-06,5318303.0,5280545.0,4799512.0,89.34,88.7,80.62
2023-11-07,5318309.0,5280573.0,4799695.0,89.34,88.71,80.63
2023-11-08,5318320.0,5280590.0,4799842.0,89.34,88.71,80.63
2023-11-09,5318326.0,5280611.0,4800000.0,89.34,88.71,80.63
2023-11-10,5318335.0,5280628.0,4800180.0,89.34,88.71,80.64
2023-11-11,5318339.0,5280652.0,4800341.0,89.34,88.71,80.64
2023-11-12,5318344.0,5280662.0,4800358.0,89.34,88.71,80.64
2023-11-13,5318344.0,5280662.0,4800402.0,89.34,88.71,80.64
2023-11-14,5318346.0,5280672.0,4800555.0,89.34,88.71,80.64
2023-11-15,5318355.0,5280690.0,4800719.0,89.34,88.71,80.64
2023-11-16,5318367.0,5280707.0,4800873.0,89.34,88.71,80.65
2023-11-17,5318384.0,5280736.0,4801025.0,89.34,88.71,80.65
2023-11-18,5318397.0,5280759.0,4801210.0,89.34,88.71,80.65
2023-11-19,5318408.0,5280777.0,4801246.0,89.34,88.71,80.65
2023-11-20,5318409.0,5280786.0,4801431.0,89.34,88.71,80.66
2023-11-21,5318416.0,5280808.0,4801587.0,89.34,88.71,80.66
2023-11-22,5318422.0,5280823.0,4801772.0,89.34,88.71,80.66
2023-11-23,5318434.0,5280838.0,4801937.0,89.34,88.71,80.66
2023-11-24,5318450.0,5280858.0,4802121.0,89.34,88.71,80.67
2023-11-25,5318468.0,5280899.0,4802321.0,89.34,88.71,80.67
2023-11-26,5318473.0,5280918.0,4802366.0,89.34,88.71,80.67
2023-11-27,5318489.0,5280945.0,4802547.0,89.34,88.71,80.67
2023-11-28,5318505.0,5280974.0,4802698.0,89.34,88.71,80.68
2023-11-29,5318523.0,5280999.0,4802867.0,89.34,88.71,80.68
2023-11-30,5318540.0,5281026.0,4803027.0,89.34,88.71,80.68
2023-12-01,5318562.0,5281049.0,4803188.0,89.34,88.71,80.69
2023-12-02,5318602.0,5281101.0,4803374.0,89.34,88.71,80.69
2023-12-03,5318628.0,5281116.0,4803400.0,89.34,88.71,80.69
2023-12-04,5318628.0,5281130.0,4803539.0,89.34,88.71,80.69
2023-12-05,5318649.0,5281154.0,4803713.0,89.34,88.71,80.69
2023-12-06,5318673.0,5281182.0,4803866.0,89.35,88.72,80.7
2023-12-07,5318691.0,5281208.0,4804035.0,89.35,88.72,80.7
2023-12-08,5318731.0,5281244.0,4804230.0,89.35,88.72,80.7
2023-12-09,5318775.0,5281280.0,4804391.0,89.35,88.72,80.71
2023-12-10,5318789.0,5281310.0,4804453.0,89.35,88.72,80.71
2023-12-11,5318806.0,5281320.0,4804628.0,89.35,88.72,80.71
2023-12-12,5318824.0,5281348.0,4804840.0,89.35,88.72,80.71
2023-12-13,5318848.0,5281382.0,4805032.0,89.35,88.72,80.72
2023-12-14,5318878.0,5281414.0,4805271.0,89.35,88.72,80.72
2023-12-15,5318929.0,5281463.0,4805463.0,89.35,88.72,80.72
2023-12-16,5318974.0,5281505.0,4805623.0,89.35,88.72,80.73
2023-12-17,5319022.0,5281552.0,4805654.0,89.35,88.72,80.73
2023-12-18,5319022.0,5281559.0,4805897.0,89.35,88.72,80.73
2023-12-19,5319049.0,5281598.0,4806145.0,89.35,88.72,80.74
2023-12-20,5319075.0,5281643.0,4806372.0,89.35,88.72,80.74
2023-12-21,5319111.0,5281677.0,4806609.0,89.35,88.72,80.74
2023-12-22,5319172.0,5281725.0,4806845.0,89.35,88.72,80.75
2023-12-23,5319229.0,5281785.0,4807070.0,89.35,88.73,80.75
2023-12-24,5319269.0,5281820.0,4807103.0,89.36,88.73,80.75
2023-12-25,5319269.0,5281836.0,4807132.0,89.36,88.73,80.75
2023-12-26,5319291.0,5281839.0,4807369.0,89.36,88.73,80.76
2023-12-27,5319315.0,5281878.0,4807582.0,89.36,88.73,80.76
2023-12-28,5319344.0,5281908.0,4807826.0,89.36,88.73,80.76
2023-12-29,5319391.0,5281948.0,4808079.0,89.36,88.73,80.77
2023-12-30,5319428.0,5281975.0,4808228.0,89.36,88.73,80.77
2023-12-31,5319436.0,5282013.0,4808271.0,89.36,88.73,80.77
2024-01-01,5319456.0,5282015.0,4808347.0,89.36,88.73,80.77
2024-01-02,5319457.0,5282015.0,4808481.0,89.36,88.73,80.77
2024-01-03,5319469.0,5282042.0,4808694.0,89.36,88.73,80.78
2024-01-04,5319486.0,5282067.0,4808872.0,89.36,88.73,80.78
2024-01-05,5319532.0,5282096.0,4809088.0,89.36,88.73,80.78
2024-01-06,5319557.0,5282129.0,4809240.0,89.36,88.73,80.79
2024-01-07,5319564.0,5282139.0,4809281.0,89.36,88.73,80.79
2024-01-08,5319568.0,5282154.0,4809517.0,89.36,88.73,80.79
2024-01-09,5319581.0,5282184.0,4809697.0,89.36,88.73,80.8
